Case Number,Month,Day,Year,Country,Region,Attack Location,Provoked (Y/N),Injury Description,Fatal (Y/N),Victim_Gender,Activity,Investigator or Source
1968.03.10,Mar,10,1968,usa,florida,jensen beach,Unprovoked,Foot lacerated,n,m,Surfing,H.D. Baldridge (1994) SAF Case #1548
1968.02.26,Feb,26,1968,usa,florida,palm beach county,Unprovoked,Foot lacerated,n,m,Surfing,"H.D. Baldridge, #1549"
1968.02.20,Feb,20,1968,australia,western australia,swan river,Unprovoked,Thigh lacerated,n,f,Swimming,"J. Green, p.36"
1968.02.18,Feb,18,1968,new zealand,north island,"pilot bay, mt maunganui",Provoked,Wrist bitten PROVOKED INCIDENT,n,f,Picking up shark by the tail,"R.D. Weeks, GSAF; Otago Daily Times, 2/20/1968; H.D. Baldridge (1994) SAF Case #1525"
1967.12.30,Dec,30,1967,south africa,western cape province,mossel bay,Unprovoked,Right ankle & foot bitten,n,m,Surfing,"B. Pearson, M. Levine, GSAF"
1967.12.18,Dec,18,1967,fiji,,,Unprovoked,Arm lacerated,n,m,,H.D.Baldridge (1994) SAF Case #1532
1967.12.17,Dec,17,1967,australia,victoria,"cheviot beach, portsea, port phillip bay",Unprovoked,"FATAL, presumed taken by a shark, body not recovered",y,m,Swimming,"H. Edwards, p.137-138"
1967.12.14,Dec,14,1967,usa,,,Provoked,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",n,m,,H.D.Baldridge (1994) SAF Case #1566
1967.11.30.b,Nov,30,1967,australia,new south wales,wollongong,Provoked,Recorded as PROVOKED INCIDENT,n,m,Freediving,H.D. Baldridge (1994) SAF Case #1516
1967.11.30.a,Nov,30,1967,australia,queensland,surfer's paradise,Unprovoked,Arm lacerated,n,m,,(1994) SAF Case #1524
1967.11.15,Nov,15,1967,fiji,,,Provoked,Hand lacerated by speared shark PROVOKED INCIDENT,n,m,Freediving,H.D.Baldridge (1994) SAF Case #1537
1967.10.17,Oct,17,1967,usa,florida,"mcarthur beach, singer island, palm beach shores",Unprovoked,Left foot bitten,n,m,Standing on sandbar,"M. Vorenberg, GSAF"
1967.08.27,Aug,27,1967,usa,california,ventura,Provoked,Nipped on shoulder by captive shark PROVOKED INCIDENT,n,m,Pulling shark from the water,"Ventura County Ad-Visor, 8/31/1967"
1967.08.26,Aug,26,1967,japan,kagawa prefecture,sakaide,Unprovoked,FATAL,y,m,,K. Nakaya
1967.08.25,Aug,25,1967,italy,liguria,"marinella sarzana, la spezia",Unprovoked,Minor injuries to face & forearm,n,m,Spearfishing on Scuba,"C. Moore, GSAF"
1967.08.19,Aug,19,1967,australia,western australia,jurien bay,Unprovoked,"FATAL, ""bitten in two""",y,m,"Spearfishing, dived to pick up a float line","H. Edwards, pp.35-42; H.D. Baldridge, p.28; A. Sharpe, pp.132-133; A. MacCormick, p.86; J. West, ASAF"
1967.08.15,Aug,15,1967,bermuda,hamilton,hamilton,Unprovoked,Right foot abraded & lacerated,n,f,Floating,"Gettysburg Times, 8/15/1967"
1967.08.14.R,Aug,14,1967,columbia,,,Unprovoked,3 fingers were bitten by a shark,n,m,,"New York Times, 8/14/1967"
1967.07.29,Jul,29,1967,usa,florida,florida keys,Unprovoked,Foot lacerated,n,m,Snorkeling,"H.D.Baldridge, SAF Case #1538"
1967.06.13,Jun,13,1967,usa,florida,key west,Provoked,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",n,m,Spearfishing,"H.D. Baldridge, p.192; M. McDiarmid, p.70"
1967.03.20,Mar,20,1967,new zealand,north island,leigh,Provoked,Abrasions to lower leg Recorded as PROVOKED INCIDENT,n,m,Freediving,H.D. Baldridge (1994) SAF Case #1521
1967.03.19,Mar,19,1967,south africa,kwazulu-natal,paradise reef,Unprovoked,"Punctures in right buttock & thigh, abrasion on right forearm",n,m,Spearfishing,"L. Jones, M. Levine, GSAF;. D'Aubrey, ORI"
1967.03.12,Mar,12,1967,australia,victoria,geelong,Provoked,Speared shark lacerated his arm PROVOKED INCIDENT,n,m,Spearfishing,"H.D. Baldridge, SAF Case #1466"
1967.01.22,Jan,22,1967,south africa,western cape province,whittle rock false bay,Provoked,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",n,m,Spearfishing Competition,"H.D. Baldridge, p.128"
1967.01.21,Jan,21,1967,mozambique,bay of maputo,xefina island,Unprovoked,Right leg severely lacerated,n,m,Swimming in the channel,"M. Levine, GSAF"
1966.12.31,Dec,31,1966,australia,tasmania,"piccaninny point, 10 miles from bicheno",Unprovoked,"6"" laceration to left forearm ",n,m,Fishing,"J. Green, p.35; Sun (Sydney), 1/3/1967"
1966.12.27.b,Dec,27,1966,australia,new south wales,south west rocks,Provoked,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,n,m,Spearfishing,"Sun (Sydney), 12/29/1966; J. Green, p.36; H.D. Baldridge, p.166 "
1966.12.27.a,Dec,27,1966,australia,new south wales,trial bay,Unprovoked,Right hand lacerated,n,m,Spearfishing,"Sun (Sydney), 12/29/1966; J. Green, p.36"
1966.12.26,Dec,26,1966,singapore,,singapore,Unprovoked,Thigh bitten,n,m,Wading,"H.D. Baldridge, SAF Case #1458"
1966.12.26,Dec,26,1966,australia,new south wales,coogee,Unprovoked,Right leg bitten,n,m,Spearfishing,"Sun (Sydney), 12/29/1966; H.D. Baldridge, p.137"
1966.10.30,Oct,30,1966,papua new guinea,new ireland province,"lamassa island, 16 miles from lambom island",Unprovoked,FATAL,y,f,Swimming,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23"
1966.10.29,Oct,19,1966,papua new guinea,new ireland province,"mission beach, lambon island, near duke of york islands",Unprovoked,FATAL,y,f,Bathing,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23"
1966.09.27,Sep,27,1966,australia,queensland,"broomfield island, 11 miles from heron island on the great barrier reef",Unprovoked,Shoulder lacerated,n,m,"Free diving, carrying speargun","B. Dawson, J.Green, pp.50-52; The Cairns Post, 9/28/1966 (Note: the  press erroneously reported the diver's name as Davidson.)"
1966.09.19,Sep,19,1966,usa,hawaii,50 miles ne of honolulu,Provoked,Left elbow or hand bitten PROVOKED INCIDENT,n,m,Fishing,"Japan Times, 9/23/1966; Mainichi News, 9/25/1966 edtion"
1966.09.10,Sep,10,1966,australia,western australia,roe reef off rottnest island,Unprovoked,No injury,n,m,Spearfishing,"The West Australian (Perth), 9/14/1966; H.D.Baldridge, p.136"
1966.08.27.a,Aug,27,1966,bahamas,bimini islands,,Unprovoked,"Survived, no details",n,f,Snorkeling,"P. Gilbert & H.D. Baldridge, SAF Case #1433"
1966.08.21.b,Aug,23,1966,new britain,duke of york islands,"butliwan village, 15 miles north of rabaul",Unprovoked,FATAL,y,f,Swimming,"Age (Melbourne), Hudderfield Daily Examiner (Yorkshire), Evening Press (Dublin), 8/23/196;; Irish News (Belfast), 8/24/1966; A. MacCormick, p.161"
1966.08.21.a,Aug,23,1966,new britain,duke of york islands,"butliwan village, 15 miles north of rabaul",Unprovoked,FATAL,y,f,Diving into water,"Age (Melbourne), Hudderfield Daily Examiner (Yorkshire), Evening Press (Dublin), 8/23/1966; Irish News (Belfast), 8/24/1966; A. MacCormick, p.161"
1966.08.16,Aug,16,1966,croatia,primorje-gorski kotar county,bakar,Unprovoked,FATAL,y,m,Swimming,"R. Rocconi; A. De Maddalena & C. Moore, GSAF"
1966.08.14,Aug,14,1966,taiwan,,ye leow,Unprovoked,"No injury, but shark struck his calf",n,m,Lobster diving using Scuba,"H.D.Baldridge, p.184"
1966.08.13,Aug,13,1966,italy,taranto province,"pulsano, near taranto",Unprovoked,Arm lacerated,n,m,Attacked shark with fists,"Evening Standard (London) 8/13/1966; Sunday Express (London), 8/14/1966"
1966.07.31,Jul,31,1966,usa,texas,"south jetty, galveston",Unprovoked,Dorsum of right foot grazed,n,m,Diving for sand dollars,"M. Vorenberg, H.D. Baldridge, p.191"
1966.07.19,Jul,19,1966,usa,south carolina,folly beach,Provoked,"Arm bitten, PROVOKED INCIDENT",n,m,Killing a shark,"News & Courier, 7/20/1966"
1966.07.17.b,Jul,17,1966,usa,texas,point comfort,Unprovoked,Lacerations to right foot,n,m,Fishing,"Victoria Advocate, 7/20/1966, p.8"
1966.07.17.a,Jul,17,1966,taiwan,northern taiwan,tamsui beach,Unprovoked,"FATAL, left leg severed",y,m,Swimming,"South China Morning Post (Hong Kong), 7/19/1966 "
1966.07.14,Jul,14,1966,papua new guinea,"admiralty islands, manus province",manus island,Unprovoked,FATAL,y,f,Swimming,H.D.Baldridge (1994) SAF Case #1415
1966.06.22,Jun,22,1966,usa,new jersey,reeds bay,Provoked,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,n,m,Clamming,Press clippings
1966.06.11,Jun,11,1966,usa,florida,ft. lauderdale,Provoked,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,n,m,Fishing,T. Bailey
1966.05.20.b,May,20,1966,australia,new south wales,bellingen,Unprovoked,Foot bitten,n,m,Fishing,"Bellingen Courier-Sun; J. Green, p.35"
1966.02.27,Feb,27,1966,australia,new south wales,coledale beach,Unprovoked,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",n,m,Treading water,"T. B. Gorman & D.J. Dunatan, NSW State Fisheries Laboratories; H.D. Baldridge, p.58; A. Sharpe, pp.77-79; A. MacCormick, p.162"
1966.01.29,Jan,29,1966,south africa,western cape province,strandfontein beach,Provoked,Left leg lacerated by hooked shark  PROVOKED INCIDENT,n,m,Helping men land a shark,"Daily News, 2/31/1966; J. Penrith & J. D'Aubrey"
1966.01.22,Jan,22,1966,usa,california,pebble beach,Unprovoked,"Hand, arm & thigh bitten",n,m,Free diving / spearfishing (resting on the surface),"D. Miller & R. Collier; R. Collier, pp.40-41; H.D. Baldridge, p.76"
1966.01.15,Jan,15,1966,australia,new south wales,bellambi,Unprovoked,Buttocks bitten,n,m,Spearfishing,"The Age, 1/17/1966, p.1"
1966.01.11,Jan,11,1966,south africa,eastern cape province,riet river,Unprovoked,Right calf lacerated,n,m,Standing,"J.L.B. Smith, J. Wallace, M. Levine, GSAF"
1966.01.10,Jan,10,1966,australia,western australia,woodman point,Unprovoked,"Lower leg nipped, arm bruised when he landed in boat",n,m,Jumped into the water,"West Australian (Perth), 1/20/1966 "
1965.12.28,Dec,28,1965,australia,western australia,"bathurst reef, rottnest island",Unprovoked,Thigh & swim fin bitten,n,m,"Spearfishing, but standing in knee-deep water","Orange Daily (NSW), 12/29/1965; T. Peake, GSAF"
1965.12.19,Dec,19,1965,johnston island,,,Unprovoked,No injury,n,m,Freediving,"H.D. Baldridge (1994), SAF Case #1617"
1965.11.21.b,Nov,21,1965,australia,queensland,near brisbane,Provoked,FATAL PROVOKED INCIDENT,y,m,Fishing from 34' boat when pulled overboard by hooked shark,"Evening Press (Dublin, Ireland) 11/22/1965 "
1965.11.21.a,Nov,21,1965,pacific ocean,"250 miles southwest of o'ahu, hawaii",japanese fishing boat taihei maru no.10,Unprovoked,"Left forearm bitten, surgically amputated",n,m,"Hauling dead shark aboard, when another shark leapt out of the water & bit him","P. Resos & J. Souza, Pararescue, 76th Air Rescue Squadron, Hickam AFB, Hawaii"
1965.10.21,Oct,21,1965,,,florida strait,Unprovoked,Survived,n,m,The boat Caribou II sank,"Lodi News Sentinel, 10/30/1965"
1965.10.16.b,Oct,16,1965,bahamas,new providence island,nassau,Unprovoked,Right arm & right leg bitten,n,m,Sunbathing on beach when he saw child being attacked by the shark,"St. Paul Dispatch, 10/27/1965"
1965.10.16.a,Oct,16,1965,bahamas,new providence island,nassau,Unprovoked,FATAL,y,f,Playing in the water,"St. Paul Dispatch, 10/27/1965"
1965.10.10,Oct,10,1965,new britain,west coast,"outside the reef off moputu village, near talasea",Unprovoked,FATAL,y,m,"Spearfishing, shot a turtle",Morning Herald (Sydney) 10/17/1965
1965.09.21,Sep,21,1965,papua new guinea,madang province,sek harbor,Provoked,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",n,m,Spearing fish,"South Pacific Post, 9/22/2965; SAF Case #1386"
1965.09.12,Sep,12,1965,papua new guinea,east sepik,moem village near wewak,Provoked,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,n,m,Fishing (rod & line),"The Times (London), "
1965.08.26,Aug,26,1965,usa,new jersey,steel pier,Unprovoked,Right thigh lacerated,n,m,Swimming,J. Bloodworth; Philadelphia Inquirer 8/27/1965
1965.07.30,Jul,30,1965,bahamas,bimini islands,lerner marine lab,Provoked,Chest bitten PROVOKED INCIDENT,n,m,Attempting to anesthetize shark,"H.D. Baldridge, p. 93"
1965.07.26,Jul,26,1965,mexico,veracruz,mocambo,Unprovoked,"FATAL, both legs severed ",y,m,Bathing,"Latin American Times (New York), 8/3/1965 "
1965.05.29,May,29,1965,mexico,veracruz,playa mocambo,Unprovoked,"FATAL, left leg & right arm severed ",y,m,Swimming,The News (Mexico City) 6/1/1965 
1965.05.28,May,28,1965,mexico,veracruz,playa mocambo,Unprovoked,"FATAL, left arm & right leg severed ",y,m,Swimming,The News (Mexico City) 6/1/1965
1965.04.29,Apr,29,1965,usa,florida,hobe sound,Unprovoked,"Thighs abraded, puncture wounds in dorsal surface of left hand",n,m,,M. Vorenberg
1965.04.10,Apr,10,1965,usa,florida,american shoals off key west,Unprovoked,Left hand severely lacerated,n,m,Spearfishing,"J. D. Morgan, M.D. "
1965.03.14,Mar,14,1965,usa,florida,pompano beach,Unprovoked,Survived,n,m,Free diving,R. MacNeilly
1965.02.14,Feb,14,1965,south africa,kwazulu-natal,amatikulu,Unprovoked,"Abdomen, buttock, thigh, arm & hand bitten",n,m,Treading water,"G.W. Black, M. Levine,  GSAF;  T. McHugh, A. Heydorn. J. D'Aubrey & P.H. Jacques; T. Wallett, pp.51-52"
1965.01.23,Jan,23,1965,south africa,kwazulu-natal,"country club beach, durban",Unprovoked,"No injury, ski bitten",n,m,Paddling rescue ski,"D. Davies, J. D'Aubrey & H. Haicker, ORI; M. Levine, GSAF"
1965.01.16,Jan,16,1965,south africa,kwazulu-natal,"country club beach, durban",Unprovoked,Right thigh punctured,n,m,Body surfing,"D. Davies & J. D'Aubrey, GSAF"
1965.01.10,Jan,10,1965,australia,victoria,"east of station pier, port melbourne",Unprovoked,Thigh gashed,n,m,Swimming,The Australian 1/11/1965
1964.12.25,Dec,25,1964,south africa,eastern cape province,port alfred,Unprovoked,"Hand, ankle & calf lacerated",n,m,Swimming,"Dr. Macrae; J. D'Aubrey, M. Levine, GSAF"
1964.12.10.b,Dec,10,1964,papua new guinea,bougainville (north solomons),buka island,Unprovoked,Thigh severely lacerated,n,m,,H.D.Baldridge (1994) SAF Case #1558
1964.11.29,Nov,29,1964,australia,victoria,lady julia percy island,Unprovoked,Left leg severed,n,m,Free diving with seals,"A. Sharpe, pp.115-116; H. Edwards, pp.67-71; J. Green, p.35; A. MacCormick, pp.88-91; J. West, ASAF"
1964.11.18,Nov,18,1964,australia,queensland,"fingal beach, near tweed heads",Unprovoked,FATAL,y,m,Swimming out to rescue swimmers in difficulty,"Daily Mirror (Sydney), 11/19/1964"
1964.11.13,Nov,13,1964,australia,new south wales,"north solitary island, 8 miles from wolli",Provoked,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",n,m,"Filming underwater, carrying powerhead","H.D. Baldridge, p.57"
1964.10.31,Oct,31,1964,south africa,kwazulu-natal,umkomaas,Provoked,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,n,m,Surf fishing,"M. Levine, GSAF"
1964.09.20,Sep,20,1964,taiwan,northern taiwan,"tamsui beach, taipai",Unprovoked,FATAL,y,m,Swimming,"China Post (Taipai, Taiwan) 9/22/1964"
1964.08.26,Aug,26,1964,usa,florida,hollywood beach,Unprovoked,Bruised & abraded ankle,n,m,Swimming,M. Tayman
1964.08.23,Aug,23,1964,mexico,guerrero,acapulco,Unprovoked,Right thigh bitten,n,m,Floating on his back in an inner tube,T.T. Moore
1964.08.21,Aug,21,1964,usa,florida,panama city,Unprovoked,"No injury,  bumped repeatedly",n,m,Swimming,W.H. Tobert
1964.07.27,Jul,27,1964,usa,puerto rico,,Provoked,Arm lacerated by speared shark PROVOKED INCIDENT,n,m,,H.D.Baldridge (1994) SAF Case #1547
1964.07.16,Jul,16,1964,south africa,kwazulu-natal,island rock,Unprovoked,"No injury, shark charged & impaled itself on spear",n,m,Searching for remains of  Dr. Marais,"L. Jones, M. Levine,GSAF"
1964.06.23,Jun,23,1964,fiji,lau group,"tovu, totoya island",Unprovoked,Buttocks bitten,n,m,Spearfishing,"Fiji Times, 6/26/1963 "
1964.05.30,May,30,1964,panama,caribbean coast,,Unprovoked,No injury,n,m,Standing,"H.D. Baldridge, SAF Case #1496"
1964.03.28.b,Mar,28,1964,australia,south australia,surfers paradise beach near victor harbour,Unprovoked,Left thigh lacerated,n,m,Surfing,"Advertiser (Adelaide) and Telegraph (Sydney), 3/30/1964 "
1964.02.14.b,Feb,14,1964,new caledonia,,,Unprovoked,"FATAL, foot & part of other leg severed  ",y,m,Diving for trochus shell,"Sydney Daily Telegraph, 2/15/1964 "
1964.02.14.a,Feb,14,1964,fiji,vanua levu,"nailou village, tunuloa natewa bay",Unprovoked,"FATAL, thigh and abdomen bitten ",y,m,Spearfishing,Fiji Times; L. Schultz
1964.02.11,Feb,11,1964,new zealand,north island,"palliser bay, whatarangi (east of wellington)",Unprovoked,Hand lacerated,n,m,preparing to go skin diving,"R.D.Weeks, GSAF; Otago Daily Times, 2/13/1964, p.5"
1964.02.10,Feb,10,1964,new zealand,north island,"west of pukerua bay, wellington",Unprovoked,"No injury to diver, shark bit speargun",n,m,Spearfishing,"R.D. Weeks, GSAF; Otago Daily Times, 2/11/1964, p1; Wellington Evening Post, 2/17/1960"
1964.01.23,Jan,23,1964,south africa,eastern cape province,nahoon,Unprovoked,Heel & ankle bitten,n,m,Body surfing,"D. Davies, Daily Dispatch (East London), 1/24/1964 M. Levine, GSAF"
1964.01.22,Jan,22,1964,south africa,eastern cape province,nahoon,Unprovoked,Heel bitten,n,m,Standing,"D. Davies; Daily Dispatch (East London), 1/23/1964, M. Levine, GSAF"
1964.01.18,Jan,18,1964,australia,western australia,hamelin bay,Unprovoked,Arm lacerated,n,m,Freediving,"G.P. Whitley, citing Sydney Morning Herald, 1/21/1964"
1964.01.11,Jan,11,1964,usa,california,southeast farallon island,Unprovoked,Leg & thigh bitten,n,m,Spearfishing / Scuba diving (at surface),"R. Collier, p.261-264; D. Miller & R. Collier; R. Collier, pp.26-40"
1963.12.29,Dec,29,1963,south africa,kwazulu-natal,"catfish rock, between salt rock & shakas rock",Unprovoked,"Right hand & foot severed, thigh & buttock lacerated",n,f,Standing,"B. Strauss, D. Davies, 121-122; Daily Dispatch, 4/24/1964; M.  Levine, GSAF"
1963.12.26.b,Dec,26,1963,south africa,kwazulu-natal,umhlanga rocks,Unprovoked,"Lower leg bitten & foot severed, leg surgically amputated below knee",n,m,Swimming ,"D.  Davies, pp.120-121; M. Levine, GSAF"
1963.12.26.a,Dec,26,1963,australia,queensland,"figtree ledge, hervey bay",Unprovoked,"No injury, shark's tail struck his armpit",n,m,Sitting on gunwale of boat,"Maryborough Chronicle  (Qld), 12/28/1963"
1963.12.25,Dec,25,1963,south africa,eastern cape province,gonubie river mouth,Unprovoked,"FATAL, shoulders, arms, abdomen & foot bitten  ",y,m,Swimming,"G.V. Wienand, M. Levine, GSAF"
1963.12.22.a,Dec,22,1963,south africa,kwazulu-natal,"next to west street groyne, durban",Provoked,Foot lacerated  PROVOKED INCIDENT,n,m,Helping friend land hooked shark,"M. Levine, GSAF"
1963.12.21,Dec,21,1963,australia,new south wales,"woolgoolga, coffs harbour",Provoked,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,n,m,Fishing,"Daily Examiner (Grafton, NSW), 12/23/1963; J. Green, p.30"
1963.12.20.b,Dec,20,1963,south africa,western cape province,hartenbos,Unprovoked,Foot lacerated,n,m,Spearfishing,"D. Davies; M. Levine, GSAF"
1963.12.20.a,Dec,20,1963,south africa,kwazulu-natal,umvoti,Unprovoked,"FATAL, arm severed, leg bitten",y,m,Splashing in surf,"G.D. Campbell; D. Davies, pp.119-120"
1963.11.30.b,Nov,30,1963,new zealand,south island,"charteris bay, lyttleton harbour",Unprovoked,Hand & lower leg severely injured,n,m,Treading water while alongside capsized yacht,"C. Dudley, R.D. Weeks, GSAF; H.D. Baldridge, SAF Case #1467; Otago Daily Times, 12/2/1963, p.7"
1963.11.30.a,Nov,30,1963,papua new guinea,gulf province,"kukipi, 150 miles west of port moresby in the lakekamu river area",Provoked,Left arm lacerated  PROVOKED INCIDENT,n,f,Fishing / standing in waist deep water,"M. Malin; The Sun (Melbourne), 12/2/1963"
1963.11.28,Nov,28,1963,fiji,lau province,"dravuwalu, totoya island",Unprovoked,Elbow bitten,n,f,Fishing,Capt. S. B. Brown
1963.11.25,Nov,25,1963,fiji,vita levu,rewa river,Unprovoked,Ankle & foot bitten,n,m,Spearing fish,GSAF
1963.11.16.R,Nov,16,1963,italy,sicily,off mondello lighthouse,Unprovoked,No injury,n,m,Spearfishing,"C. Moore, GSAF"
1963.11.14,Nov,14,1963,australia,queensland,mermaid beach,Provoked,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",n,m,Catching sharks under government contract,"Miner (WA) & Warwick Daily News (Qld), 11/15/1963 "
1963.11.12,Nov,12,1963,usa,florida,8 miles south of elliot key,Provoked,No injury PROVOKED INCIDENT,n,m,Testing anti-shark cage,D.R. Nelson
1963.10.16,Oct,16,1963,usa,florida,"biltmore beach, near panama city",Unprovoked,"Right thigh &  foot bruised, right calf  lacerated",n,m,"Surf fishing, wading ","H.D. Baldridge, p.109"
